,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,cost_2021_PCI_Family_house,0
5741,12764,8899_29.2858328_-94.8061476_0_313.39.jpg,wgeSHuZlKdCpfjY9fXOF0g,2.102895447,0.931188656,29.2858328,-94.8061476,29.28600024,-94.80630754,"[2021, 4]",-9999,Nodata,207.5010071,2233.522252,2.102895447,8.899263278,-9999,N,0,-10007.89926,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5742,12782,8929_29.2858328_-94.8061476_0_313.39.jpg,wgeSHuZlKdCpfjY9fXOF0g,2.102895447,0.931188656,29.28583284,-94.80614764,29.28600028,-94.80630758,"[2021, 4]",-9999,Nodata,207.5010071,2233.522252,2.102895447,8.899263278,-9999,N,0,-10007.89926,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5753,4236,17959_29.2827105_-94.8145283_0_148.28.jpg,GFanKUDPkPmXSSB6wIq4qQ,2.104482604,0.909321458,29.2827105,-94.8145283,29.28255065,-94.81443059,"[2021, 4]",-9999,Nodata,127.1220016,1368.329837,2.104482604,8.904470486,-9999,N,0,-10007.90447,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5754,13167,9496_29.2819138_-94.806625_0_358.35.jpg,4BD3yRWTYmHizaRUPN8hKQ,2.104695805,0.914977072,29.2819138,-94.806625,29.28209268,-94.80661488,"[2021, 4]",-9999,Nodata,165.4530029,1780.921301,2.104695805,8.905169964,-9999,N,0,-10007.90517,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5762,12981,9220_29.2837051_-94.8106568_0_357.48.jpg,fqpRUj7QhWJvmymY0h1DQg,2.106710386,0.949759978,29.2837051,-94.8106568,29.28387616,-94.81067379,"[2019, 10]",-9999,Nodata,138.4600067,1490.371108,2.106710386,8.911779482,-9999,N,0,-10007.91178,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5763,5192,19760_29.2777521_-94.8101177_0_148.06.jpg,OpLzUiTGG1bbC7yom3gCFA,2.107258381,1.04332309,29.2777521,-94.8101177,29.27759659,-94.81004178,"[2020, 3]",-9999,Nodata,131.3970032,1414.345571,2.107258381,8.913577365,-9999,N,0,-10007.91358,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5765,13202,9548_29.2819578_-94.8100453_0_149.85.jpg,p6Q5kz6tpIta_0VES8ddeQ,2.107460897,0.973659174,29.2819578,-94.8100453,29.28182171,-94.80999549,"[2020, 3]",-9999,Nodata,237.9349976,2561.110999,2.107460897,8.914241788,-9999,N,0,-10007.91424,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5766,3612,16613_29.286096_-94.8072723_0_254.55.jpg,7xm2BEieDTcDs1K4QpUQxg,2.108378998,0.837775535,29.286096,-94.8072723,29.28604895,-94.80741514,"[2020, 3]",-9999,Nodata,210.1959991,2262.530904,2.108378998,8.91725393,-9999,N,0,-10007.91725,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5770,3989,17253_29.2848982_-94.8025532_0_178.90.jpg,D8gpj9XbpZlXqJji6DP1Yg,2.109051355,0.917302294,29.28489825,-94.80255323,29.28473093,-94.80255981,"[2020, 3]",-9999,Nodata,151.654007,1632.390146,2.109051355,8.919459826,-9999,N,0,-10007.91946,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5771,5070,19541_29.2777689_-94.8224288_0_342.85.jpg,a_5GVSTyPJHdh_GRdZirQw,2.109057478,0.946474641,29.2777689,-94.8224288,29.27795283,-94.82247938,"[2021, 4]",-9999,Nodata,131.026001,1410.352137,2.109057478,8.919479915,-9999,N,0,-10007.91948,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5772,4701,18829_29.2801687_-94.8096865_0_312.57.jpg,qc-V8rD5XOBNaLAbEnICdg,2.109085616,0.978683504,29.2801687,-94.80968647,29.28033018,-94.80982998,"[2019, 10]",-9999,Nodata,168.427002,1812.933161,2.109085616,8.919572231,-9999,N,0,-10007.91957,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5774,13163,9490_29.2820946_-94.8024305_0_327.51.jpg,pAgsbRlzTYfCNkuBxhS-xw,2.110092397,1.010688454,29.2820946,-94.8024305,29.28222121,-94.8025633,"[2020, 3]",-9999,Nodata,196.3959961,2113.988908,2.110092397,8.922875318,-9999,N,0,-10007.92288,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5775,13171,9499_29.2820946_-94.8024305_0_327.51.jpg,pAgsbRlzTYfCNkuBxhS-xw,2.110092397,1.010688454,29.28209462,-94.80243046,29.28222123,-94.80256326,"[2020, 3]",-9999,Nodata,196.3959961,2113.988908,2.110092397,8.922875318,-9999,N,0,-10007.92288,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5776,4558,18584_29.2807197_-94.8149087_0_327.98.jpg,CXwmpZZuP8CSNm5KcP4r0g,2.110141119,0.944537986,29.28071975,-94.81490868,29.2809179,-94.81504256,"[2020, 3]",-9999,Nodata,240.9089966,2593.122858,2.110141119,8.923035167,-9999,N,0,-10007.92304,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5779,1625,13104_29.2951692_-94.8156712_0_300.06.jpg,QHmH9rlIMG5rCSTvj1XO2Q,2.110932311,0.73122201,29.2951692,-94.8156712,29.29526055,-94.81593121,"[2020, 2]",12,Y,0,0,2.110932311,8.925630942,12,Y,4.574369058,3.074369058,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5782,13243,9611_29.2809974_-94.8101186_0_343.36.jpg,y2m7thIo76sAudDBoHO2mg,2.111156018,0.976070872,29.2809974,-94.8101186,29.28112882,-94.81020438,"[2021, 4]",-9999,Nodata,107.8860016,1161.275256,2.111156018,8.926364888,-9999,N,0,-10007.92636,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5783,13412,9870_29.2782809_-94.811446_0_170.99.jpg,5KqbFqVk0FkVSA7R82qUzw,2.111653826,1.026130898,29.2782809,-94.811446,29.27813699,-94.81140121,"[2019, 8]",-9999,Nodata,279.7520142,3011.22562,2.111653826,8.927998117,-9999,N,0,-10007.928,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5786,9378,29358_29.3140307_-94.7737333_0_178.63.jpg,DcpEdx8bVbE-2IQlN-sINg,2.11272329,0.872215002,29.3140307,-94.7737333,29.31325752,-94.77378075,"[2019, 8]",11,Y,0,0,2.11272329,8.931506857,11,Y,3.568493143,2.068493143,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5788,4468,18423_29.281554_-94.8032276_0_58.05.jpg,5qf8r8trfhZ0O4NiCh9fAw,2.113717805,1.035823766,29.28155401,-94.80322763,29.28168239,-94.80280008,"[2020, 3]",-9999,Nodata,151.6519928,1632.368465,2.113717805,8.934769701,-9999,N,0,-10007.93477,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5789,13160,9486_29.2820156_-94.8062378_0_313.12.jpg,olvd7mu6laGShTkaJ7xA0Q,2.113930285,0.904926814,29.2820156,-94.8062378,29.28215138,-94.80639886,"[2021, 4]",-9999,Nodata,138.5980072,1491.856533,2.113930285,8.935466814,-9999,N,0,-10007.93547,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5790,6330,22341_29.2637081_-94.8357633_0_120.61.jpg,0w9Rir-EZLjamIMkhcnK4A,2.114549215,0.73700843,29.2637081,-94.8357633,29.26356997,-94.83545673,"[2021, 4]",-9999,Nodata,418.6839905,4506.676967,2.114549215,8.937497425,-9999,N,0,-10007.9375,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5794,8359,26564_29.2395069_-94.8781918_0_50.93.jpg,fRCBqvEQ-O_ASDZFZ8GLAg,2.115083953,0.581604361,29.2395069,-94.8781918,29.23960868,-94.87807877,"[2016, 11]",18,Y,0,0,2.115083953,8.939251814,18,Y,10.56074819,9.060748186,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5795,8893,2815_29.2605335_-94.8691127_0_229.14.jpg,ArP6eBsqAoNjeIyWyif5rw,2.11579908,0.55817178,29.2605335,-94.8691127,29.26040747,-94.86931013,"[2020, 2]",-9999,Nodata,220.0590057,2368.695424,2.11579908,8.941598031,-9999,N,0,-10007.9416,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5796,8898,2816_29.2605335_-94.8691127_0_229.14.jpg,ArP6eBsqAoNjeIyWyif5rw,2.11579908,0.55817178,29.26053351,-94.86911266,29.26040748,-94.86931009,"[2020, 2]",-9999,Nodata,220.0590057,2368.695424,2.11579908,8.941598031,-9999,N,0,-10007.9416,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5805,4810,19031_29.2795243_-94.812158_0_16.12.jpg,p-a0DANJhavlFUOd9Aahrw,2.116531534,0.950133429,29.2795243,-94.812158,29.27971545,-94.81203576,"[2019, 10]",-9999,Nodata,150.0279999,1614.887951,2.116531534,8.944001096,-9999,N,0,-10007.944,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5807,13024,9281_29.2834218_-94.8125804_0_73.34.jpg,I2ZGhwgVldZR2IKIhxyHNg,2.116707652,0.904835104,29.2834218,-94.8125804,29.28347263,-94.81237768,"[2021, 4]",-9999,Nodata,114.8570023,1236.310483,2.116707652,8.944578911,-9999,N,0,-10007.94458,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5811,1983,13686_29.2934375_-94.7879846_0_10.68.jpg,S_EGSvfoShJOVWWkj7kdRg,2.117758474,0.847821142,29.29343754,-94.78798459,29.29362186,-94.78791156,"[2019, 10]",11,Y,0,0,2.117758474,8.94802649,11,Y,3.55197351,2.05197351,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5817,6127,21882_29.2628652_-94.83737_0_162.48.jpg,e2YIUoaZ7eBc-lyQN_XwfQ,2.119731465,0.740716125,29.2628652,-94.83737,29.26274516,-94.83729893,"[2021, 4]",-9999,Nodata,386.57901,4161.101833,2.119731465,8.954499557,-9999,N,0,-10007.9545,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5821,4227,17946_29.2828007_-94.8106503_0_133.67.jpg,YExc7mm55aSMywvxmrKTmw,2.120624919,0.90239005,29.2828007,-94.8106503,29.2826632,-94.8104132,"[2020, 3]",-9999,Nodata,156.4859924,1684.401204,2.120624919,8.957430837,-9999,N,0,-10007.95743,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5823,13238,9604_29.2813186_-94.8162305_0_193.27.jpg,jWvYmjU2E8zG5jEaVlo4fQ,2.121082128,0.913209084,29.2813186,-94.81623052,29.28113722,-94.81626535,"[2021, 4]",-9999,Nodata,140.7819977,1515.364812,2.121082128,8.958930866,-9999,N,0,-10007.95893,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5824,13247,9619_29.2813186_-94.8162305_0_193.27.jpg,jWvYmjU2E8zG5jEaVlo4fQ,2.121082128,0.913209084,29.2813186,-94.81623052,29.28113722,-94.81626535,"[2021, 4]",-9999,Nodata,140.7819977,1515.364812,2.121082128,8.958930866,-9999,N,0,-10007.95893,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5829,11832,6967_29.29582_-94.7825343_0_9.83.jpg,n2dx8cFpQmThYNAWauc4NA,2.121535716,1.150199633,29.29582,-94.7825343,29.29600354,-94.78245312,"[2019, 1]",-9999,Nodata,140.128006,1508.325303,2.121535716,8.960419016,-9999,N,0,-10007.96042,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5830,1350,12674_29.2970915_-94.8047901_0_42.37.jpg,GYYkP5eEMjWgwiAT8pE5fQ,2.12155411,0.652411268,29.29709152,-94.80479007,29.29726478,-94.80467764,"[2016, 10]",12,Y,0,0,2.12155411,8.960479364,12,Y,4.539520636,3.039520636,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5832,10975,5815_29.3012234_-94.7764209_0_10.45.jpg,1oTveGDKfSC-IVsD2iOvvw,2.121850976,1.326119055,29.3012234,-94.7764209,29.30133634,-94.77637584,"[2017, 5]",-9999,Nodata,95.8501968,1031.722932,2.121850976,8.961453333,-9999,N,0,-10007.96145,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5839,13131,9447_29.2827854_-94.8033155_0_163.13.jpg,b5QJju8CyUYEBcIQKVKffg,2.123505703,0.948473066,29.2827854,-94.8033155,29.28265312,-94.80327009,"[2021, 4]",-9999,Nodata,200.2539978,2155.516093,2.123505703,8.966882228,-9999,N,0,-10007.96688,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5843,4374,18254_29.2818588_-94.8104566_0_342.14.jpg,kCRizVZt6EYAXFNKRxMefg,2.123713082,0.934271897,29.2818588,-94.8104566,29.28201658,-94.81050437,"[2020, 3]",-9999,Nodata,160.1569977,1723.915576,2.123713082,8.967562605,-9999,N,0,-10007.96756,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5844,5770,20778_29.2721136_-94.8199372_0_73.46.jpg,S1uaAxkIwfEAHJcYuJuVmA,2.124148093,1.189909128,29.2721136,-94.8199372,29.27215677,-94.81971525,"[2021, 4]",-9999,Nodata,246.996994,2658.653517,2.124148093,8.968989806,-9999,N,0,-10007.96899,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5847,12922,9127_29.284872_-94.7980954_0_76.04.jpg,foQl2RLafuZERz8JIWF9Nw,2.12488461,1.020927291,29.284872,-94.7980954,29.28489768,-94.79795852,"[2020, 3]",-9999,Nodata,141.3379974,1521.349542,2.12488461,8.971406201,-9999,N,0,-10007.97141,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5848,12980,9219_29.2837441_-94.8105146_0_311.94.jpg,2c6NI-Ykgnw6WBkyKboHxg,2.12504205,0.952309314,29.2837441,-94.8105146,29.28387525,-94.81068742,"[2019, 10]",-9999,Nodata,138.4600067,1490.371108,2.12504205,8.971922736,-9999,N,0,-10007.97192,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5851,397,10891_29.3072953_-94.7866127_0_162.69.jpg,BiMlWftnuwG-Yz583EZ0Ug,2.126074936,0.547039502,29.30729533,-94.7866127,29.30719282,-94.78658858,"[2019, 9]",12,Y,0,0,2.126074936,8.97531147,12,Y,4.52468853,3.02468853,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5852,13268,9645_29.2809271_-94.8117323_0_58.42.jpg,YfcwAKTi7w1pSqQDNazeBw,2.126621503,0.940557415,29.2809271,-94.8117323,29.28103896,-94.81160155,"[2020, 3]",-9999,Nodata,143.8480072,1548.367063,2.126621503,8.977104669,-9999,N,0,-10007.9771,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5855,13197,9538_29.2813214_-94.8088664_0_328.23.jpg,iMzfSuiTK4o1J055I9Cmyg,2.127266313,0.948410933,29.2813214,-94.8088664,29.28147145,-94.80893258,"[2021, 4]",-9999,Nodata,137.5749969,1480.844942,2.127266313,8.979220187,-9999,N,0,-10007.97922,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5856,13210,9561_29.2813214_-94.8088664_0_328.23.jpg,iMzfSuiTK4o1J055I9Cmyg,2.127266313,0.948410933,29.28132142,-94.80886643,29.28147147,-94.80893261,"[2021, 4]",-9999,Nodata,137.5749969,1480.844942,2.127266313,8.979220187,-9999,N,0,-10007.97922,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5862,4065,17692_29.2831431_-94.8111968_0_42.03.jpg,2hFNLStSUdkY63M1x6GpeQ,2.129237765,0.901968346,29.28314306,-94.81119683,29.28321607,-94.81109649,"[2020, 3]",-9999,Nodata,68.5790024,738.1782383,2.129237765,8.985688205,-9999,N,0,-10007.98569,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5863,13043,9308_29.2831431_-94.8111968_0_42.03.jpg,2hFNLStSUdkY63M1x6GpeQ,2.129237765,0.901968346,29.2831431,-94.8111968,29.28321611,-94.81109646,"[2020, 3]",-9999,Nodata,68.5790024,738.1782383,2.129237765,8.985688205,-9999,N,0,-10007.98569,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5865,13138,9455_29.2827919_-94.8011301_0_238.12.jpg,55YzAXJEyYycNWUP-Iiv6g,2.129558189,1.022807627,29.2827919,-94.8011301,29.28267629,-94.80127702,"[2020, 3]",-9999,Nodata,174.9299927,1882.930771,2.129558189,8.986739465,-9999,N,0,-10007.98674,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5868,12780,8927_29.2858861_-94.805946_0_313.33.jpg,vB3VFSp_zEUiARLnw8Xwqw,2.129847744,0.95595415,29.2858861,-94.805946,29.28604193,-94.80618583,"[2021, 4]",-9999,Nodata,169.2160034,1821.425902,2.129847744,8.987689449,-9999,N,0,-10007.98769,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5871,12779,8926_29.2864316_-94.7967134_0_176.94.jpg,_mktrICV2Ji0vk3ldPwySg,2.130520998,0.936398367,29.2864316,-94.7967134,29.2862088,-94.79667389,"[2016, 10]",-9999,Nodata,198.7660065,2139.499488,2.130520998,8.989898287,-9999,N,0,-10007.9899,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5873,3427,16279_29.2868417_-94.7987729_0_87.09.jpg,7vcmlaQ8rlyzMA42rU6qWw,2.130901199,0.910544712,29.2868417,-94.7987729,29.28684936,-94.7986068,"[2019, 10]",-9999,Nodata,127.8649979,1376.327383,2.130901199,8.991145666,-9999,N,0,-10007.99115,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5876,4496,18471_29.2816304_-94.8150765_0_150.30.jpg,xlipPa3PqZCgsqlg4WX-FQ,2.131105781,0.920549988,29.28163042,-94.81507654,29.28145477,-94.81500819,"[2021, 4]",-9999,Nodata,122.4290009,1317.814798,2.131105781,8.991816867,-9999,N,0,-10007.99182,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5877,12997,9251_29.2838628_-94.8089488_0_282.96.jpg,m-VjJm-Ns2r25wP7psWDvg,2.131116605,0.877371519,29.2838628,-94.8089488,29.28387096,-94.80914234,"[2020, 3]",-9999,Nodata,161.5970001,1739.415633,2.131116605,8.991852379,-9999,N,0,-10007.99185,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5878,13003,9260_29.2842214_-94.8041022_0_269.03.jpg,tM5aKqlK-hshU0i8AsQ0ww,2.13169917,0.956205951,29.2842214,-94.8041022,29.28422223,-94.80430318,"[2018, 8]",-9999,Nodata,223.2980042,2403.559713,2.13169917,8.993763681,-9999,N,0,-10007.99376,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5879,13207,9556_29.2817022_-94.8147783_0_133.39.jpg,_SOZ-O-2Nxu8sbtPOB-ljw,2.132131034,0.941298867,29.2817022,-94.8147783,29.28156692,-94.81458923,"[2021, 4]",-9999,Nodata,150.2619934,1617.406636,2.132131034,8.995180558,-9999,N,0,-10007.99518,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5880,4399,18305_29.2817315_-94.8073158_0_313.53.jpg,GM-1_HvRcn3yIHP_ePMY7A,2.132134624,0.932141141,29.2817315,-94.8073158,29.28199551,-94.80750989,"[2021, 4]",-9999,Nodata,139.6670074,1503.363156,2.132134624,8.995192336,-9999,N,0,-10007.99519,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5882,10222,4734_29.3085975_-94.785296_0_178.70.jpg,PnAIWEB9YzwK2oeLl02m5A,2.132358297,0.487521042,29.30859751,-94.78529599,29.30848383,-94.78527274,"[2016, 9]",12,Y,0,0,2.132358297,8.995926171,12,Y,4.504073829,3.004073829,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5885,2068,13843_29.2934941_-94.787793_0_146.33.jpg,510w1_Hccc4cplq4lsfeKA,2.133354601,0.847314415,29.29349409,-94.78779302,29.29339258,-94.78773204,"[2019, 10]",11,Y,0,0,2.133354601,8.999194885,11,Y,3.500805115,2.000805115,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5886,12158,7584_29.2934941_-94.787793_0_146.33.jpg,510w1_Hccc4cplq4lsfeKA,2.133354601,0.847314415,29.2934941,-94.787793,29.29339259,-94.78773202,"[2019, 10]",11,Y,0,0,2.133354601,8.999194885,11,Y,3.500805115,2.000805115,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5892,12976,9213_29.2843778_-94.8009385_0_178.14.jpg,_72zlzi29Dutf6C-1MYpFA,2.134520995,0.948675233,29.28437777,-94.80093851,29.28422265,-94.80096123,"[2020, 3]",-9999,Nodata,118.8960037,1279.785933,2.134520995,9.003021637,-9999,N,0,-10008.00302,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5893,4463,18414_29.2815087_-94.8069018_0_85.32.jpg,ZY_rhfjZWCuTnybf5uxdWQ,2.134801431,0.929975503,29.2815087,-94.8069018,29.28151216,-94.80673145,"[2019, 10]",-9999,Nodata,152.3959961,1640.37685,2.134801431,9.003941703,-9999,N,0,-10008.00394,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5897,4367,18248_29.2825402_-94.8078711_0_176.77.jpg,-3KcIH3fk9SXVMe48YGkKw,2.135546692,0.943854525,29.28254021,-94.80787105,29.28235033,-94.80783042,"[2020, 2]",-9999,Nodata,167.496994,1802.922638,2.135546692,9.006386785,-9999,N,0,-10008.00639,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5898,13164,9492_29.2825402_-94.8078711_0_176.77.jpg,-3KcIH3fk9SXVMe48YGkKw,2.135546692,0.943854525,29.2825402,-94.8078711,29.28235032,-94.80783047,"[2020, 2]",-9999,Nodata,167.496994,1802.922638,2.135546692,9.006386785,-9999,N,0,-10008.00639,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5899,1540,12970_29.2961171_-94.781465_0_342.23.jpg,#NAME?,2.136267333,1.455944706,29.29611714,-94.781465,29.29621096,-94.78149988,"[2019, 10]",-9999,Nodata,181.5709991,1954.413969,2.136267333,9.008751093,-9999,N,0,-10008.00875,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5900,218,10433_29.3163436_-94.7726658_0_14.41.jpg,iu71_MDry79B7GaGfKRUHw,2.136312761,0.994993555,29.3163436,-94.7726658,29.31647199,-94.77262816,"[2018, 8]",-9999,Nodata,229.1000061,2466.011942,2.136312761,9.008900135,-9999,N,0,-10008.0089,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5913,40,10083_29.2895579_-94.7908468_0_57.68.jpg,R-sAa3YyZCuQ9wNBnCZJvw,2.138335884,0.982143394,29.2895579,-94.7908468,29.28960983,-94.79072324,"[2019, 10]",-9999,Nodata,165.9620056,1786.400161,2.138335884,9.015537677,-9999,N,0,-10008.01554,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5914,4244,1796_29.2786014_-94.8192488_0_343.72.jpg,YZI64F2EDoqSuhwyjfw7hA,2.138369018,0.950756938,29.2786014,-94.8192488,29.27873585,-94.81929173,"[2021, 4]",-9999,Nodata,136.8800049,1473.364111,2.138369018,9.015646385,-9999,N,0,-10008.01565,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5920,4001,17274_29.2845428_-94.8110539_0_133.45.jpg,Lxxmzm45M_qzGGTJ2QTO_A,2.1393732,0.884584233,29.2845428,-94.8110539,29.28442284,-94.81092578,"[2021, 4]",-9999,Nodata,130.9790039,1409.846264,2.1393732,9.018940945,-9999,N,0,-10008.01894,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5921,5033,19464_29.277794_-94.8223337_0_313.17.jpg,4xHBltUwu85tfu6NZ3UeIQ,2.140191511,0.930052533,29.277794,-94.8223337,29.27795402,-94.82247824,"[2021, 4]",-9999,Nodata,131.026001,1410.352137,2.140191511,9.021625692,-9999,N,0,-10008.02163,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5922,5067,19534_29.277794_-94.8223337_0_313.17.jpg,4xHBltUwu85tfu6NZ3UeIQ,2.140191511,0.930052533,29.27779404,-94.82233375,29.27795406,-94.82247829,"[2021, 4]",-9999,Nodata,131.026001,1410.352137,2.140191511,9.021625692,-9999,N,0,-10008.02163,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5923,24,10056_29.30414_-94.7805882_0_176.86.jpg,qUR4nMtABTrmHLqFe5lLOw,2.140321776,0.795018987,29.2994643,-94.7805882,29.29934655,-94.78057452,"[2021, 3]",11,Y,0,0,2.140321776,9.022053071,11,Y,3.477946929,1.977946929,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
