,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,0.256,ORIGIN,-0.079
3142,11980,7150_29.2952778_-94.8004558_0_238.96.jpg,zmCKxRIAMtr1Y5slEVjNJA,1.615299242,0.696590184,29.2952778,-94.8004558,29.2952393,-94.8005643,"[2021, 4]",11,Y,90.5552979,974.7291144,1.615299242,5.555538196,11,Y,6.944461804,5.444461804,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20185.0281,27979.77046,34667.28796,31975.64718,32085.43362,32382.91769,32474.71942
3055,11864,7006_29.2955004_-94.7955429_0_43.34.jpg,4fewA9_YBpZbFa95UQhc3w,1.597496813,0.753439113,29.2955004,-94.7955429,29.29565551,-94.7954316,"[2019, 1]",11,Y,90.3211975,972.2092786,1.597496813,5.497131276,11,Y,7.002868724,5.502868724,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20175.43428,27966.47185,34650.81081,31960.44935,32070.18361,32366.89864,32458.46304
3848,2233,14116_29.2917084_-94.8126389_0_12.39.jpg,SYWqdPW-Z-SuDj6Koeqz6w,1.757006445,0.693109074,29.2917084,-94.8126389,29.29186467,-94.81257276,"[2019, 10]",11,Y,91.9963989,990.2409964,1.757006445,6.020456841,11,Y,6.479543159,4.979543159,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20160.9674,27946.41837,34625.9643,31937.53198,32047.18755,32349.4058,32442.66846
3849,2242,14129_29.2917084_-94.8126389_0_12.39.jpg,SYWqdPW-Z-SuDj6Koeqz6w,1.757006445,0.693109074,29.29170835,-94.81263892,29.29186462,-94.81257278,"[2019, 10]",11,Y,91.9963989,990.2409964,1.757006445,6.020456841,11,Y,6.479543159,4.979543159,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20160.9674,27946.41837,34625.9643,31937.53198,32047.18755,32349.4058,32442.66846
3325,1939,13615_29.2938932_-94.7886451_0_222.22.jpg,7_DlVCdjfB6NXBv5UQo6CQ,1.652127827,0.869908966,29.29389321,-94.78864515,29.29364154,-94.7890592,"[2019, 10]",11,Y,90.8332977,977.7214793,1.652127827,5.676366886,11,Y,6.823633114,5.323633114,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20158.39243,27942.84903,34621.54184,31933.45289,32043.09446,32341.49179,32433.57534
2494,508,11113_29.3054692_-94.7776595_0_252.96.jpg,UVSC_f24FHycz2re6TplJg,1.465618978,0.633649986,29.30546922,-94.77765948,29.3054321,-94.77776293,"[2021, 4]",11,Y,88.8345032,956.2066344,1.465618978,5.064461214,11,Y,7.435538786,5.935538786,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20153.63647,27936.25649,34613.37361,31925.91885,32035.53455,32327.36563,32417.42287
4954,1966,13656_29.2933759_-94.8159377_0_253.83.jpg,Tb_hhZWWEcpPbV20IOttbg,1.957721494,0.648205274,29.29337593,-94.81593771,29.29333685,-94.81608715,"[2020, 3]",12,Y,90.7881012,977.2349882,1.957721494,6.678970781,12,Y,6.821029219,5.321029219,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20146.45362,27926.29989,34601.03724,31914.54031,32024.11694,32322.3658,32414.40354
7156,1978,13678_29.2933873_-94.8047817_0_59.58.jpg,OjDL5F_c6HSbNo3vQf8hZg,2.666864577,0.735013784,29.2933873,-94.8047817,29.2934521,-94.80461467,"[2019, 10]",11,Y,103.1460037,1110.254344,2.666864577,9.005555699,11,Y,3.494444301,1.994444301,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20118.7338,27887.87565,34553.42913,31870.62859,31980.05446,32318.90038,32423.46611
3224,2344,14402_29.2916718_-94.8200426_0_135.09.jpg,JyAauhVLgHOowMNLJwbEzg,1.629594046,0.659667365,29.29167181,-94.82004257,29.29149422,-94.81978482,"[2019, 1]",11,Y,90.4639969,973.7463586,1.629594046,5.602437159,11,Y,6.897562841,5.397562841,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20130.42608,27904.08308,34573.51034,31889.15065,31998.64011,32295.82425,32387.53342
8015,3920,17141_29.284752_-94.821132_0_149.18.jpg,QcAKZ-KbriQ3WpOcCQOYIA,3.447663796,0.774308914,29.28475195,-94.82113196,29.28464799,-94.82102637,"[2020, 3]",10,N,110.9540024,1194.298942,3.447663796,11.56723293,10,N,0,-1.567232927,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,32273.08811,32273.08811
8016,3937,17175_29.284752_-94.821132_0_149.18.jpg,QcAKZ-KbriQ3WpOcCQOYIA,3.447663796,0.774308914,29.28475195,-94.82113196,29.28464799,-94.82102637,"[2020, 3]",10,N,110.9540024,1194.298942,3.447663796,11.56723293,10,N,0,-1.567232927,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,32273.08811,32273.08811
8028,3915,17123_29.284796_-94.8210658_0_163.21.jpg,QYDipTVxsc-CM2mBvMxy9A,3.456760249,0.773487526,29.284796,-94.8210658,29.28465057,-94.82102335,"[2020, 2]",10,N,110.9540024,1194.298942,3.456760249,11.59707693,10,N,0,-1.597076932,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,32273.08811,32273.08811
2194,10440,5067_29.3063271_-94.7742188_0_269.30.jpg,EhQfmRudyWh1MCJt6ot7oA,1.398823883,0.728917354,29.3063271,-94.7742188,29.30632402,-94.77435488,"[2018, 8]",11,Y,87.9978027,947.2004651,1.398823883,4.845317201,11,Y,7.654682799,6.154682799,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20119.49654,27888.93293,34554.73912,31871.83687,31981.26688,32270.3493,32359.55833
2195,10441,5068_29.3063271_-94.7742188_0_269.30.jpg,EhQfmRudyWh1MCJt6ot7oA,1.398823883,0.728917354,29.30632706,-94.77421878,29.30632398,-94.77435486,"[2018, 8]",11,Y,87.9978027,947.2004651,1.398823883,4.845317201,11,Y,7.654682799,6.154682799,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20119.49654,27888.93293,34554.73912,31871.83687,31981.26688,32270.3493,32359.55833
2427,2027,13751_29.2933446_-94.8100498_0_175.60.jpg,o4O8Fyr9efGAbvrCHsETGA,1.44972486,0.712764996,29.2933446,-94.8100498,29.29320649,-94.8100433,"[2019, 10]",11,Y,88.5121994,952.7373851,1.44972486,5.012315157,11,Y,7.487684843,5.987684843,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20117.77743,27886.54996,34551.78658,31869.11358,31978.53424,32269.30651,32359.03702
6744,1349,12673_29.2969348_-94.7927157_0_314.04.jpg,HPTlTfzG6rV5f09coTQVJg,2.42569106,0.772994387,29.29693482,-94.79271565,29.2970685,-94.79287445,"[2018, 8]",11,Y,99.706398,1073.230736,2.42569106,8.214304003,11,Y,4.285695997,2.785695997,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20084.73191,27840.74344,34495.03172,31816.76528,31926.00621,32253.55265,32354.63144
6745,11640,6691_29.2969348_-94.7927157_0_314.04.jpg,HPTlTfzG6rV5f09coTQVJg,2.42569106,0.772994387,29.2969348,-94.7927157,29.29706848,-94.7928745,"[2018, 8]",11,Y,99.706398,1073.230736,2.42569106,8.214304003,11,Y,4.285695997,2.785695997,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20084.73191,27840.74344,34495.03172,31816.76528,31926.00621,32253.55265,32354.63144
3206,3298,16065_29.2875996_-94.797826_0_237.96.jpg,rEH84A6gkmhbONB03Kgs_w,1.627222996,0.883830209,29.2875996,-94.79782599,29.28754314,-94.79796869,"[2020, 3]",10,Y,93.6672974,1008.226398,1.627222996,5.594658123,10,Y,5.905341877,4.405341877,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20092.95035,27852.13554,34509.14669,31829.78433,31939.06996,32246.77729,32341.73385
3207,12635,8742_29.2875996_-94.797826_0_237.96.jpg,rEH84A6gkmhbONB03Kgs_w,1.627222996,0.883830209,29.2875996,-94.797826,29.28754314,-94.7979687,"[2020, 3]",10,Y,93.6672974,1008.226398,1.627222996,5.594658123,10,Y,5.905341877,4.405341877,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20092.95035,27852.13554,34509.14669,31829.78433,31939.06996,32246.77729,32341.73385
4500,4584,18631_29.2812024_-94.8237657_0_146.08.jpg,cQx91hd3yHTk5EF4j1zRLw,1.881397156,0.820807312,29.28120239,-94.82376569,29.28086819,-94.82359763,"[2021, 4]",10,Y,96.6436005,1040.263058,1.881397156,6.428562848,10,Y,5.071437152,3.571437152,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20080.79894,27835.29169,34488.27695,31810.53496,31919.7545,32237.23931,32335.21314
647,1245,12495_29.2980939_-94.7826036_0_223.11.jpg,8MTSUloTu7We9eTgUAmr4Q,0.931789812,0.820754481,29.2980939,-94.7826036,29.29801586,-94.78270857,"[2019, 10]",11,Y,82.0519028,883.1993313,0.931789812,3.313053189,11,Y,9.186946811,7.686946811,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20037.09625,27774.71257,34413.21865,31741.30435,31850.28619,32209.68551,32320.59389
648,1254,12499_29.2980939_-94.7826036_0_223.11.jpg,8MTSUloTu7We9eTgUAmr4Q,0.931789812,0.820754481,29.29809386,-94.78260357,29.29801582,-94.78270854,"[2019, 10]",11,Y,82.0519028,883.1993313,0.931789812,3.313053189,11,Y,9.186946811,7.686946811,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20037.09625,27774.71257,34413.21865,31741.30435,31850.28619,32209.68551,32320.59389
1133,10514,5170_29.3058989_-94.7848005_0_148.29.jpg,7gM39C3BR9bFx9xRrCoU7g,1.126783675,0.523305267,29.30589893,-94.78480049,29.30559558,-94.7846395,"[2021, 3]",12,Y,80.75,869.1857661,1.126783675,3.952796834,12,Y,9.547203166,8.047203166,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20032.30094,27768.06548,34404.98283,31733.70797,31842.66373,32196.36052,32305.50914
3388,12145,7541_29.2928722_-94.8154518_0_12.39.jpg,_RvY5JbeLv9gnqAw05D1eg,1.666123915,0.672076564,29.2928722,-94.8154518,29.29307428,-94.8153758,"[2020, 2]",11,Y,90.4638977,973.7452908,1.666123915,5.72228581,11,Y,6.77771419,5.27771419,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20042.87746,27782.72628,34423.14774,31750.46252,31859.4758,32156.65962,32248.36869
7587,662,11520_29.3044755_-94.7810165_0_267.25.jpg,bfUxB9VmxwT5GLv2JeKgBg,3.072054842,0.690088183,29.3044755,-94.7810165,29.30449966,-94.78117236,"[2019, 10]",12,Y,104.0279999,1119.748072,3.072054842,10.33492009,12,Y,3.165079915,1.665079915,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20014.16421,27742.92499,34373.83344,31704.97709,31813.8342,32155.57757,32261.03744
7695,10582,5270_29.3051857_-94.7788026_0_253.05.jpg,UN9Nk8r7cT3a3PzmPRQE2g,3.167997053,0.712269678,29.3051857,-94.7788026,29.30514076,-94.77891633,"[2017, 5]",11,Y,110.0210037,1184.256228,3.167997053,10.64969112,11,Y,1.850308881,0.350308881,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20132.35587,27906.75808,34576.8247,31892.20769,32001.70764,32151.79877,32263.33414
7696,10583,5271_29.3051857_-94.7788026_0_253.05.jpg,UN9Nk8r7cT3a3PzmPRQE2g,3.167997053,0.712269678,29.30518571,-94.77880263,29.30514077,-94.77891636,"[2017, 5]",11,Y,110.0210037,1184.256228,3.167997053,10.64969112,11,Y,1.850308881,0.350308881,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20132.35587,27906.75808,34576.8247,31892.20769,32001.70764,32151.79877,32263.33414
6620,1843,13447_29.294172_-94.8175185_0_279.39.jpg,4WbrxgbiY1BzG-YntscOYA,2.36890935,0.617722033,29.294172,-94.8175185,29.29432434,-94.81801301,"[2020, 2]",12,Y,94.9233017,1021.745916,2.36890935,8.028012303,12,Y,5.471987697,3.971987697,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20030.29751,27765.2884,34401.54198,31730.53428,31839.47914,32151.31258,32247.54243
7783,12775,8921_29.2861227_-94.8023008_0_42.53.jpg,WC877VNKuS-xnwkdCTek9w,3.233440762,0.901569097,29.2861227,-94.8023008,29.28630436,-94.80218336,"[2019, 10]",10,N,110.5339966,1189.778037,3.233440762,10.86440145,10,Y,0.63559855,-0.86440145,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20226.22664,28036.87841,34738.04542,32040.91089,32150.92141,32150.92141,32150.92141
8023,3541,16471_29.2863827_-94.8023884_0_103.61.jpg,P2p_0p-5IVg16gWgltQFmQ,3.452606549,0.891216895,29.2863827,-94.8023884,29.28629328,-94.80217054,"[2019, 10]",10,N,110.5339966,1189.778037,3.452606549,11.58344931,10,N,0,-1.583449308,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,32150.92141,32150.92141
5989,2807,15225_29.288777_-94.8275061_0_357.71.jpg,71vRf_8UB9n9xNKTTP0ckA,2.160144607,0.608007147,29.28877703,-94.82750606,29.28890135,-94.82752776,"[2017, 9]",11,Y,95.9922028,1033.251472,2.160144607,7.343088606,11,Y,5.156911394,3.656911394,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20011.68753,27739.4919,34369.57979,31701.0537,31809.89734,32125.24224,32222.55571
5990,11141,602_29.288777_-94.8275061_0_357.71.jpg,71vRf_8UB9n9xNKTTP0ckA,2.160144607,0.608007147,29.288777,-94.8275061,29.28890132,-94.8275278,"[2017, 9]",11,Y,95.9922028,1033.251472,2.160144607,7.343088606,11,Y,5.156911394,3.656911394,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20011.68753,27739.4919,34369.57979,31701.0537,31809.89734,32125.24224,32222.55571
7819,12500,8574_29.288291_-94.8055337_0_253.55.jpg,#NAME?,3.258820713,0.821403569,29.288291,-94.8055337,29.2882797,-94.80563754,"[2020, 2]",10,N,110.4410019,1188.777051,3.258820713,10.94766901,10,Y,0.552330994,-0.947669006,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20209.20986,28013.29036,34708.81954,32013.95416,32123.87213,32123.87213,32123.87213
7820,12501,8575_29.288291_-94.8055337_0_253.55.jpg,#NAME?,3.258820713,0.821403569,29.28829096,-94.80553368,29.28827966,-94.80563752,"[2020, 2]",10,N,110.4410019,1188.777051,3.258820713,10.94766901,10,Y,0.552330994,-0.947669006,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20209.20986,28013.29036,34708.81954,32013.95416,32123.87213,32123.87213,32123.87213
4460,12030,7216_29.2951638_-94.789069_0_281.65.jpg,WNGSll0Xxwd39uSCjShYMQ,1.87261521,0.834366222,29.2951638,-94.789069,29.29516978,-94.78925987,"[2019, 10]",11,Y,92.5988998,996.7262621,1.87261521,6.399750689,11,Y,6.100249311,4.600249311,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20009.46608,27736.41261,34365.76452,31697.53466,31806.36621,32110.56374,32204.4372
4911,10540,5206_29.3056587_-94.7747795_0_193.29.jpg,ZBKC_Obia4RG3iHFhHF9nQ,1.951664518,0.699086544,29.3056587,-94.7747795,29.30552497,-94.77480503,"[2017, 5]",11,Y,93.4803009,1006.213585,1.951664518,6.659098812,11,Y,5.840901188,4.340901188,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20004.20615,27729.12148,34356.73072,31689.20226,31798.00521,32105.09824,32199.86522
4912,10560,5235_29.3056587_-94.7747795_0_193.29.jpg,ZBKC_Obia4RG3iHFhHF9nQ,1.951664518,0.699086544,29.30565867,-94.77477945,29.30552494,-94.77480498,"[2017, 5]",11,Y,93.4803009,1006.213585,1.951664518,6.659098812,11,Y,5.840901188,4.340901188,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20004.20615,27729.12148,34356.73072,31689.20226,31798.00521,32105.09824,32199.86522
8604,8838,27972_29.139478_-95.0484127_0_218.47.jpg,9d28B6Ckyvg-2t1fUG7ykA,4.344914314,0.411779226,29.139478,-95.0484127,29.1392129,-95.04855503,"[2016, 10]",13,N,110.3720016,1188.034338,4.344914314,14.51096822,13,N,0,-1.510968222,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,32103.80207,32103.80207
5536,3577,16535_29.2862483_-94.8227589_0_147.76.jpg,Te3luR6SFIKEKAtBXT-LHQ,2.060926145,0.693322215,29.2862483,-94.8227589,29.28610244,-94.82268664,"[2020, 3]",11,Y,94.6924973,1019.261558,2.060926145,7.017568717,11,Y,5.482431283,3.982431283,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19989.57774,27708.8441,34331.60678,31666.02899,31774.75238,32085.8276,32181.82348
3832,4005,17279_29.2839671_-94.8096674_0_311.86.jpg,HcebyX4XV59f1z338FOzow,1.752210637,0.912095926,29.28396707,-94.80966742,29.28407552,-94.80984168,"[2019, 10]",10,Y,94.6436005,1018.735237,1.752210637,6.004722562,10,Y,5.495277438,3.995277438,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19989.07075,27708.14133,34330.73604,31665.22586,31773.94649,32084.86108,32180.80738
3833,12964,9195_29.2839671_-94.8096674_0_311.86.jpg,HcebyX4XV59f1z338FOzow,1.752210637,0.912095926,29.2839671,-94.8096674,29.28407555,-94.80984166,"[2019, 10]",10,Y,94.6436005,1018.735237,1.752210637,6.004722562,10,Y,5.495277438,3.995277438,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19989.07075,27708.14133,34330.73604,31665.22586,31773.94649,32084.86108,32180.80738
7904,2653,14919_29.2901934_-94.8061736_0_57.99.jpg,l_eFTFvr0kb88usLgD6oGw,3.333657735,0.777531973,29.29019338,-94.80617365,29.29026046,-94.80604755,"[2020, 2]",10,N,110.3030014,1187.291626,3.333657735,11.19319729,10,Y,0.306802707,-1.193197293,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20183.95764,27978.28662,34665.44946,31973.95143,32083.73205,32083.73205,32083.73205
8120,10220,4731_29.3084254_-94.7811092_0_225.97.jpg,cJExVkAKfw6jPmTtm7zl5A,3.548854381,0.622130194,29.3084254,-94.7811092,29.30830473,-94.78125013,"[2018, 8]",12,Y,110.2990036,1187.248594,3.548854381,11.89922303,12,Y,1.600776965,0.100776965,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20183.22609,27977.27258,34664.19306,31972.79258,32082.56921,32082.56921,32082.56921
8142,10221,4732_29.3083326_-94.7810817_0_270.23.jpg,40TtRYEMAJ0upjYD8zTW1w,3.566957288,0.643241115,29.3083326,-94.7810817,29.30831076,-94.78126329,"[2018, 8]",12,Y,110.2990036,1187.248594,3.566957288,11.95861577,12,Y,1.541384226,0.041384226,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20183.22609,27977.27258,34664.19306,31972.79258,32082.56921,32082.56921,32082.56921
7610,11354,6312_29.2988256_-94.7828229_0_221.61.jpg,GR1-HPOrrGC3RpfT8dZzoA,3.097327104,0.814270574,29.2988256,-94.7828229,29.29871137,-94.78294618,"[2019, 10]",11,Y,108.6729965,1169.746399,3.097327104,10.41783433,11,Y,2.082165669,0.582165669,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19957.77353,27664.75823,34276.98384,31615.64709,31724.19749,32081.20019,32191.36899
2679,6352,22402_29.2604688_-94.846907_0_94.49.jpg,1pzf9aEgbtvnaojoT75-IQ,1.509970183,0.618283045,29.2604688,-94.846907,29.26046938,-94.84666675,"[2020, 3]",11,Y,88.6071014,953.7589018,1.509970183,5.209970417,11,Y,7.290029583,5.790029583,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19997.96093,27720.46458,34346.00471,31679.30904,31788.07802,32079.16205,32168.98877
4531,1716,13236_29.2952482_-94.7891001_0_251.50.jpg,OSq5y3xFpBhEMWgPD1TvvA,1.886882212,0.83813794,29.2952482,-94.78910006,29.29517115,-94.78925316,"[2019, 10]",11,Y,92.5988998,996.7262621,1.886882212,6.446558438,11,Y,6.053441562,4.553441562,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19974.4752,27687.90949,34305.66854,31642.10465,31750.74589,32054.94342,32148.81688
5005,297,10694_29.3085176_-94.785611_0_359.93.jpg,6RoBzUNS5Tfh5bguntdWWw,1.967533536,0.471895687,29.30851756,-94.785611,29.30868691,-94.78559904,"[2016, 9]",12,Y,90.1368027,970.2244695,1.967533536,6.71116252,12,Y,6.78883748,5.28883748,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19978.50146,27693.49055,34312.58354,31648.48276,31757.1459,32053.25517,32144.63264
5006,10198,4699_29.3085176_-94.785611_0_359.93.jpg,6RoBzUNS5Tfh5bguntdWWw,1.967533536,0.471895687,29.3085176,-94.785611,29.30868695,-94.78559904,"[2016, 9]",12,Y,90.1368027,970.2244695,1.967533536,6.71116252,12,Y,6.78883748,5.28883748,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19978.50146,27693.49055,34312.58354,31648.48276,31757.1459,32053.25517,32144.63264
4376,10278,4821_29.3078991_-94.7843045_0_148.37.jpg,Z4orSSK6vMbpDhcy3V7i0A,1.856955714,0.589218286,29.30789914,-94.78430451,29.30780146,-94.78424143,"[2019, 9]",12,Y,88.9273987,957.2065532,1.856955714,6.34837439,12,Y,7.15162561,5.65162561,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19970.88875,27682.93808,34299.5089,31636.42326,31745.045,32037.18124,32127.33266
2698,2517,14677_29.2907264_-94.8055772_0_312.22.jpg,_bg02PH9MKhFvMaciFZ2Rw,1.515503461,0.788213443,29.2907264,-94.8055772,29.29087966,-94.80571153,"[2019, 10]",10,Y,91.7630005,987.728717,1.515503461,5.228124216,10,Y,6.271875784,4.771875784,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19955.97898,27662.27069,34273.90174,31612.80429,31721.34493,32022.79644,32115.82249
1055,11206,6116_29.2993437_-94.8098351_0_192.32.jpg,tFy1CoTwn9PEaLmJOCnwug,1.104329929,0.401856612,29.2993437,-94.8098351,29.29916657,-94.80983308,"[2019, 10]",13,Y,76.7570038,826.2055128,1.104329929,3.879129688,13,Y,10.62087031,9.120870312,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19928.79602,27624.59064,34227.21568,31569.74304,31678.13583,32014.34272,32118.09407
7436,3522,16440_29.2865746_-94.8141669_0_177.96.jpg,RHCxsDTC37n_obin7yRsMA,2.897174566,0.794088158,29.28657462,-94.81416692,29.28642966,-94.8141623,"[2021, 4]",10,Y,109.9769974,1183.782548,2.897174566,9.761165899,10,Y,1.738834101,0.238834101,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20124.30331,27895.59591,34562.99463,31879.45141,31988.90757,31988.90757,32093.10781
4550,9448,3028_29.2541676_-94.8509388_0_78.91.jpg,XQla4DY0xlwtsTesIR9dtQ,1.889844175,0.526475677,29.2541676,-94.8509388,29.25420357,-94.85082908,"[2016, 11]",11,Y,92.4175034,994.7737275,1.889844175,6.456276165,11,Y,6.043723835,4.543723835,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19928.09604,27623.62035,34226.01348,31568.63418,31677.02316,31980.62479,32074.31435
4551,9449,3029_29.2541676_-94.8509388_0_78.91.jpg,XQla4DY0xlwtsTesIR9dtQ,1.889844175,0.526475677,29.25416757,-94.85093881,29.25420354,-94.85082909,"[2016, 11]",11,Y,92.4175034,994.7737275,1.889844175,6.456276165,11,Y,6.043723835,4.543723835,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19928.09604,27623.62035,34226.01348,31568.63418,31677.02316,31980.62479,32074.31435
7094,1884,13522_29.2939946_-94.8024533_0_72.77.jpg,viFgyU5Mo0my6xONmWw7Yg,2.618872123,0.753782551,29.2939946,-94.8024533,29.2940211,-94.80234257,"[2019, 10]",11,Y,101.3799973,1091.245209,2.618872123,8.848100141,11,Y,3.651899859,2.151899859,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19903.13941,27589.02635,34183.15108,31529.0997,31637.35295,31970.39735,32073.17277
2793,2534,14704_29.2909928_-94.7989869_0_267.99.jpg,sDwa52B93UnBldGBdFag0A,1.537569419,0.804572183,29.29099283,-94.79898695,29.29093809,-94.79922253,"[2020, 3]",10,Y,91.8097,988.2313862,1.537569419,5.300519091,10,Y,6.199480909,4.699480909,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19912.47769,27601.97075,34199.18936,31543.89274,31652.19677,31953.80169,32046.87509
2794,2542,14716_29.2909928_-94.7989869_0_267.99.jpg,sDwa52B93UnBldGBdFag0A,1.537569419,0.804572183,29.29099283,-94.79898695,29.29093809,-94.79922253,"[2020, 3]",10,Y,91.8097,988.2313862,1.537569419,5.300519091,10,Y,6.199480909,4.699480909,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19912.47769,27601.97075,34199.18936,31543.89274,31652.19677,31953.80169,32046.87509
5097,12544,8623_29.2878962_-94.7947351_0_2.01.jpg,jDvkLyrP-tOqrpQMphu_uw,1.981959187,0.929491593,29.2878962,-94.7947351,29.28811666,-94.79466675,"[2017, 5]",10,Y,97.013298,1044.242449,1.981959187,6.758490771,10,Y,4.741509229,3.241509229,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19899.22186,27583.59599,34176.42279,31522.89382,31631.12575,31949.82507,32048.17368
5519,12795,8940_29.2860104_-94.8096813_0_103.18.jpg,sMmAGxM1mgORrqMsZxToRg,2.057060323,0.837339515,29.2860104,-94.8096813,29.28594688,-94.80944622,"[2021, 4]",10,Y,97.9439011,1054.259377,2.057060323,7.004885574,10,Y,4.495114426,2.995114426,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19895.28275,27578.13572,34169.65746,31516.65376,31624.86427,31946.62072,32045.91275
3910,2116,1391_29.2827544_-94.8178652_0_148.52.jpg,MjYIcpTUetLO5i1TOFOd-g,1.771497866,0.883700784,29.2827544,-94.8178652,29.28264972,-94.81778849,"[2021, 4]",10,Y,94.4134979,1016.258434,1.771497866,6.068000873,10,Y,5.431999127,3.931999127,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19892.24191,27573.92062,34164.4349,31511.83669,31620.03066,31930.18934,32025.90238
